Time_of_Day,Day_of_Week,Month,Weather_Conditions,Road_Type,Road_Condition,Lighting_Conditions,Traffic_Control_Presence,Speed_Limit,Driver_Age,Driver_Gender,Alcohol_Involvement,Number_of_Vehicles_Involved,Accident_Severity
Morning,Tuesday,Jun,Clear,Rural Road,Dry,No Lighting,Signal,60,69,Female,No,1,Major
Evening,Thursday,Jun,Clear,City Road,Wet,No Lighting,None,50,29,Male,No,1,Minor
Afternoon,Wednesday,Nov,Clear,City Road,Dry,Daylight,Signal,80,36,Female,No,1,Minor
Morning,Saturday,Apr,Clear,Highway,Dry,Street Lit,Signal,80,49,Male,No,1,Major
Morning,Sunday,Dec,Rain,City Road,Under Construction,Daylight,Speed Breaker,60,28,Male,No,1,Major
Afternoon,Thursday,Nov,Clear,Highway,Dry,No Lighting,Signal,30,55,Male,No,1,Fatal
Morning,Sunday,Nov,Rain,Highway,Dry,Daylight,Speed Breaker,80,50,Female,No,2,Fatal
Night,Monday,Oct,Rain,City Road,Wet,Street Lit,None,100,19,Female,No,1,Fatal
Afternoon,Wednesday,Mar,Clear,City Road,Dry,Daylight,None,80,72,Male,No,1,Minor
Afternoon,Tuesday,Nov,Fog,City Road,Under Construction,Daylight,Speed Breaker,100,32,Male,No,1,Minor
Afternoon,Wednesday,Mar,Clear,Highway,Dry,Daylight,Speed Breaker,50,53,Male,No,2,Major
Night,Wednesday,Jan,Clear,City Road,Dry,Daylight,Signal,100,22,Female,No,1,Minor
Afternoon,Friday,Mar,Clear,Highway,Dry,Street Lit,Signal,50,32,Female,No,3,Major
Night,Wednesday,Apr,Clear,Rural Road,Dry,Street Lit,Speed Breaker,30,60,Female,No,1,Minor
Afternoon,Wednesday,Nov,Clear,City Road,Dry,Street Lit,Signal,100,27,Female,No,4,Major
Evening,Thursday,Nov,Rain,City Road,Dry,Daylight,Signal,100,34,Female,No,1,Minor
Morning,Tuesday,May,Clear,Highway,Under Construction,Daylight,Signal,80,51,Male,No,4,Minor
Evening,Thursday,Mar,Clear,Highway,Potholes,Daylight,Speed Breaker,50,69,Female,No,2,Minor
Morning,Thursday,Jun,Snow,Rural Road,Dry,Street Lit,Signal,50,41,Female,No,1,Fatal
Night,Monday,Nov,Rain,Highway,Dry,No Lighting,Speed Breaker,60,27,Female,No,1,Minor
Evening,Thursday,Dec,Fog,City Road,Dry,Daylight,Signal,100,69,Male,No,1,Fatal
Afternoon,Friday,May,Clear,City Road,Potholes,Daylight,Signal,40,47,Male,No,3,Major
Morning,Friday,Mar,Rain,Highway,Potholes,Daylight,Signal,100,20,Male,No,2,Major
Morning,Sunday,Jun,Fog,City Road,Dry,Street Lit,Signal,50,68,Male,No,1,Major
Evening,Monday,Jun,Rain,City Road,Wet,Street Lit,None,100,77,Male,No,1,Major
Night,Sunday,Aug,Rain,Highway,Dry,Street Lit,Signal,100,54,Male,No,1,Minor
Evening,Sunday,Feb,Clear,Highway,Dry,Daylight,Signal,60,20,Male,No,2,Minor
Night,Saturday,Jan,Clear,Highway,Dry,Street Lit,Speed Breaker,60,57,Male,Yes,2,Major
Night,Tuesday,Apr,Clear,Rural Road,Dry,Street Lit,Signal,100,22,Male,Yes,1,Major
Morning,Tuesday,Jul,Clear,City Road,Dry,Daylight,Signal,60,45,Male,Yes,1,Minor
Evening,Thursday,Nov,Fog,Highway,Dry,Daylight,Signal,80,79,Female,No,1,Major
Evening,Thursday,Oct,Clear,Highway,Wet,Daylight,None,80,61,Female,No,1,Minor
Night,Saturday,Mar,Snow,City Road,Dry,Daylight,Speed Breaker,50,31,Male,No,1,Minor
Evening,Thursday,Mar,Snow,City Road,Dry,Street Lit,Signal,100,56,Female,No,1,Minor
Afternoon,Tuesday,May,Clear,City Road,Dry,Daylight,Signal,50,28,Female,No,1,Minor
Afternoon,Sunday,May,Clear,Highway,Dry,Street Lit,Signal,100,25,Male,No,3,Minor
Evening,Wednesday,Oct,Fog,Highway,Dry,Daylight,Signal,50,54,Male,No,2,Minor
Evening,Friday,Mar,Snow,City Road,Dry,Daylight,Speed Breaker,80,25,Male,No,4,Minor
Night,Wednesday,Sep,Clear,Rural Road,Dry,Daylight,None,50,29,Male,No,1,Minor
Afternoon,Wednesday,Apr,Clear,Highway,Dry,Daylight,Signal,50,32,Female,Yes,3,Minor
Afternoon,Tuesday,Mar,Clear,City Road,Dry,Daylight,None,50,36,Male,No,2,Minor
Morning,Wednesday,Nov,Rain,City Road,Dry,Daylight,Signal,80,65,Male,No,1,Minor
Night,Saturday,Feb,Clear,City Road,Wet,Daylight,Signal,60,63,Female,No,1,Minor
Morning,Monday,Oct,Rain,Highway,Wet,Daylight,Signal,100,45,Male,No,2,Minor
Afternoon,Thursday,Nov,Clear,City Road,Dry,Daylight,Signal,50,24,Female,No,3,Minor
Night,Monday,Sep,Clear,City Road,Dry,Daylight,None,80,57,Male,No,1,Major
Evening,Sunday,Apr,Clear,City Road,Dry,Daylight,Signal,80,24,Male,Yes,1,Minor
Night,Friday,Mar,Clear,Highway,Dry,No Lighting,Signal,50,47,Male,Yes,2,Minor
Evening,Thursday,Jul,Clear,Highway,Dry,Daylight,None,60,35,Male,No,4,Minor
Evening,Wednesday,Aug,Clear,Highway,Dry,Street Lit,None,60,41,Male,No,2,Minor
Night,Friday,Nov,Clear,City Road,Dry,Daylight,Speed Breaker,60,23,Male,No,1,Major
Evening,Thursday,Feb,Clear,Highway,Potholes,Street Lit,None,50,75,Male,No,1,Minor
Morning,Saturday,Jul,Clear,City Road,Dry,Daylight,Signal,80,68,Male,No,1,Minor
Afternoon,Saturday,Dec,Snow,Highway,Dry,No Lighting,None,50,21,Male,No,3,Minor
Evening,Saturday,May,Clear,City Road,Dry,Daylight,Speed Breaker,80,72,Female,No,2,Minor
Morning,Saturday,Nov,Clear,City Road,Potholes,Street Lit,None,100,20,Male,No,1,Minor
Evening,Wednesday,May,Rain,Highway,Wet,Daylight,Speed Breaker,60,66,Male,Yes,1,Major
Afternoon,Monday,Mar,Snow,Highway,Dry,Daylight,Signal,80,71,Male,No,3,Minor
Morning,Thursday,May,Clear,Highway,Under Construction,Street Lit,Speed Breaker,40,68,Male,No,2,Minor
Afternoon,Wednesday,Dec,Rain,City Road,Dry,Daylight,Signal,100,76,Male,No,4,Major
Afternoon,Saturday,Feb,Rain,City Road,Under Construction,Daylight,Signal,50,64,Male,No,1,Major
Morning,Sunday,Apr,Rain,Highway,Under Construction,Daylight,Signal,80,75,Female,Yes,2,Major
Morning,Monday,Jun,Clear,City Road,Dry,Street Lit,None,120,23,Male,No,2,Minor
Morning,Sunday,Jan,Rain,Highway,Wet,No Lighting,Signal,60,43,Male,Yes,1,Minor
Night,Friday,Oct,Clear,Highway,Dry,Daylight,Speed Breaker,80,61,Male,No,4,Minor
Morning,Sunday,Apr,Rain,Highway,Dry,Street Lit,Signal,60,68,Female,Yes,1,Major
Morning,Friday,Jun,Rain,Rural Road,Dry,Daylight,None,40,55,Male,No,2,Minor
Morning,Friday,Sep,Clear,Highway,Wet,Daylight,Signal,80,28,Male,No,4,Minor
Morning,Saturday,Nov,Fog,Highway,Dry,No Lighting,Speed Breaker,30,69,Male,No,1,Major
Evening,Friday,Nov,Clear,Highway,Dry,Street Lit,None,80,46,Male,Yes,2,Major
Night,Tuesday,Feb,Fog,Highway,Wet,Street Lit,Signal,30,37,Male,No,1,Minor
Afternoon,Thursday,Nov,Clear,City Road,Dry,Daylight,Signal,100,27,Female,Yes,2,Major
Morning,Thursday,Jul,Clear,Highway,Dry,Daylight,Speed Breaker,50,43,Male,No,3,Major
Evening,Saturday,Jun,Clear,Highway,Dry,Daylight,None,60,65,Male,Yes,2,Minor
Evening,Tuesday,Feb,Snow,City Road,Dry,Daylight,Speed Breaker,60,44,Female,No,2,Fatal
Evening,Sunday,Aug,Clear,Highway,Dry,Daylight,Signal,60,67,Male,No,1,Minor
Afternoon,Wednesday,Jul,Clear,City Road,Dry,Street Lit,None,50,31,Male,No,1,Major
Morning,Sunday,Nov,Clear,City Road,Potholes,Street Lit,Signal,60,53,Male,No,1,Major
Night,Wednesday,May,Rain,Highway,Wet,Daylight,Speed Breaker,50,76,Male,No,2,Minor
Night,Friday,Dec,Clear,City Road,Dry,Daylight,None,60,29,Male,No,1,Minor
Evening,Monday,May,Clear,Highway,Dry,Street Lit,Signal,60,69,Male,No,2,Fatal
Afternoon,Wednesday,Jul,Clear,City Road,Dry,Daylight,Speed Breaker,60,76,Female,Yes,1,Minor
Afternoon,Monday,Sep,Clear,City Road,Wet,Street Lit,Speed Breaker,50,40,Female,No,2,Minor
Afternoon,Thursday,Nov,Clear,Highway,Dry,Daylight,None,120,38,Female,No,1,Minor
Night,Monday,Sep,Clear,City Road,Dry,Daylight,Signal,60,25,Male,No,2,Major
Evening,Thursday,Sep,Rain,Rural Road,Under Construction,No Lighting,Signal,50,56,Male,No,2,Fatal
Morning,Tuesday,Jun,Clear,Rural Road,Dry,Daylight,None,60,75,Male,No,3,Minor
Night,Tuesday,Oct,Clear,City Road,Dry,Daylight,Signal,100,26,Male,No,2,Major
Evening,Saturday,Jun,Clear,City Road,Under Construction,Daylight,Signal,30,41,Female,No,2,Minor
Evening,Saturday,Mar,Snow,Highway,Wet,No Lighting,None,80,48,Male,No,3,Fatal
Morning,Friday,Jan,Snow,Highway,Dry,Street Lit,Signal,60,42,Female,No,2,Minor
Morning,Wednesday,Jul,Fog,City Road,Wet,Daylight,None,50,34,Male,Yes,1,Minor
Morning,Friday,Apr,Clear,Highway,Dry,Daylight,Signal,100,59,Male,Yes,3,Minor
Afternoon,Thursday,Jan,Clear,Rural Road,Wet,Street Lit,Signal,60,46,Male,No,2,Minor
Morning,Friday,Aug,Clear,Highway,Dry,Daylight,Speed Breaker,50,77,Male,No,1,Minor
Evening,Monday,Dec,Clear,Highway,Under Construction,Street Lit,Speed Breaker,100,20,Female,No,2,Major
Morning,Thursday,Jun,Clear,Highway,Potholes,Daylight,Speed Breaker,80,38,Female,No,3,Minor
